Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.92625E-3,20.061505778,0.325157662,0.011455324,0.023809524,0
1.97837E-3,20.259343025,0.332300461,0.011355713,0.023809524,0.076923077
2.00788E-3,20.522095895,0.336310263,0.01115649,0.047619048,0.076923077
2.06564E-3,20.870365194,0.34409139,0.011056878,0.047619048,0.153846154
2.10808E-3,21.081172848,0.349749887,0.010957267,0.071428571,0.153846154
2.11761E-3,21.292933404,0.351013721,0.010857655,0.071428571,0.153846154
2.13123E-3,21.506056516,0.352816614,0.010758044,0.071428571,0.153846154
2.14573E-3,21.934241969,0.35472899,0.010558821,0.071428571,0.153846154
2.1511E-3,22.149351965,0.355436628,0.010459209,0.071428571,0.153846154
2.17506E-3,22.366857627,0.358581581,0.010359598,0.071428571,0.153846154
2.19795E-3,22.586652632,0.361572617,0.010259986,0.071428571,0.153846154
2.22819E-3,22.80947151,0.365501955,0.010160375,0.071428571,0.153846154
2.25124E-3,23.034595846,0.368481498,0.010060763,0.071428571,0.153846154
2.28416E-3,23.263012112,0.37271171,0.009961152,0.071428571,0.153846154
2.35972E-3,23.729622654,0.382313698,0.009761928,0.071428571,0.153846154
2.38247E-3,23.967869392,0.385176205,0.009662317,0.071428571,0.153846154
2.40883E-3,24.208752141,0.388476204,0.009562705,0.095238095,0.153846154
2.41552E-3,24.450304559,0.389311731,0.009463094,0.095238095,0.153846154
2.45823E-3,24.696127668,0.394613366,0.009363482,0.095238095,0.153846154
2.49353E-3,24.945480912,0.398960912,0.009263871,0.095238095,0.153846154
2.52665E-3,25.198146274,0.403011563,0.009164259,0.119047619,0.153846154
2.54858E-3,25.453003993,0.405677745,0.009064648,0.119047619,0.153846154
2.61076E-3,25.714080011,0.41317537,0.008965036,0.119047619,0.153846154
2.65793E-3,25.97987345,0.418800174,0.008865425,0.119047619,0.153846154
2.65839E-3,26.245712503,0.418854297,0.008765813,0.119047619,0.153846154
2.6623E-3,26.511942344,0.419317784,0.008666202,0.142857143,0.153846154
2.70353E-3,26.782295321,0.424185481,0.00856659,0.142857143,0.153846154
2.80734E-3,27.063029073,0.436260905,0.008466979,0.142857143,0.153846154
2.83945E-3,27.346973876,0.439944624,0.008367367,0.166666667,0.153846154
2.8643E-3,27.633403596,0.442778794,0.008267756,0.166666667,0.153846154
2.91145E-3,27.924548639,0.448117478,0.008168144,0.166666667,0.153846154
2.95273E-3,28.219821778,0.452749299,0.008068533,0.166666667,0.153846154
3.01008E-3,28.5208294,0.459119083,0.007968921,0.166666667,0.153846154
3.05773E-3,28.826602664,0.464356246,0.00786931,0.19047619,0.153846154
3.06521E-3,29.133123585,0.465173263,0.007769698,0.214285714,0.153846154
3.27174E-3,29.460297274,0.487255923,0.007670087,0.238095238,0.230769231
3.39257E-3,29.799553841,0.499750148,0.007570475,0.238095238,0.230769231
3.45672E-3,30.145226185,0.506260118,0.007470864,0.238095238,0.230769231
3.45803E-3,30.491029247,0.50639187,0.007371252,0.238095238,0.230769231
3.46911E-3,30.837939761,0.50750668,0.007271641,0.238095238,0.230769231
3.48833E-3,31.186772789,0.509435989,0.007172029,0.238095238,0.230769231
3.60164E-3,31.546936552,0.520654214,0.007072418,0.238095238,0.230769231
3.63285E-3,31.91022149,0.523699079,0.006972806,0.238095238,0.230769231
3.65713E-3,32.275934209,0.526054123,0.006873195,0.238095238,0.230769231
3.71011E-3,32.646945133,0.531153239,0.006773583,0.238095238,0.230769231
3.71773E-3,33.018718448,0.531882451,0.006673972,0.261904762,0.230769231
3.72523E-3,33.391241049,0.532598026,0.00657436,0.261904762,0.230769231
3.95198E-3,33.786439391,0.553743712,0.006474748,0.261904762,0.230769231
3.97268E-3,34.183707201,0.555625237,0.006375137,0.261904762,0.230769231
4.15686E-3,34.599393395,0.572025278,0.006275525,0.261904762,0.230769231
4.17864E-3,35.017257762,0.573924297,0.006175914,0.261904762,0.230769231
4.23247E-3,35.440505257,0.578581457,0.006076302,0.261904762,0.230769231
4.26298E-3,35.866803137,0.581197836,0.005976691,0.261904762,0.230769231
4.27347E-3,36.29414974,0.582093591,0.005877079,0.261904762,0.230769231
4.29946E-3,36.724095902,0.584305721,0.005777468,0.285714286,0.230769231
4.34792E-3,37.158887578,0.588397872,0.005677856,0.285714286,0.230769231
4.38134E-3,37.597021603,0.591197062,0.005578245,0.285714286,0.230769231
4.75487E-3,38.07250871,0.621214221,0.005478633,0.285714286,0.230769231
5.05148E-3,38.577656336,0.643471553,0.005379022,0.285714286,0.307692308
5.29833E-3,39.107489144,0.660994881,0.00527941,0.30952381,0.307692308
5.42169E-3,39.649657728,0.669426273,0.005179799,0.30952381,0.307692308
5.44571E-3,40.194228856,0.671043829,0.005080187,0.333333333,0.307692308
5.466E-3,40.740828751,0.672403566,0.004980576,0.357142857,0.307692308
5.63662E-3,41.30449044,0.683618732,0.004880964,0.357142857,0.307692308
5.69285E-3,41.873775556,0.687230378,0.004781353,0.357142857,0.384615385
5.73839E-3,42.022080388,0.690124747,0.004681741,0.357142857,0.384615385
5.87319E-3,42.461094213,0.698536643,0.004681741,0.357142857,0.461538462
6.0159E-3,43.062684137,0.707193683,0.00458213,0.357142857,0.461538462
6.20451E-3,43.683134931,0.718254603,0.004482518,0.357142857,0.461538462
6.2125E-3,44.304384807,0.718713884,0.004382907,0.380952381,0.461538462
6.24859E-3,44.929243802,0.720778952,0.004283295,0.380952381,0.461538462
6.25819E-3,45.555062807,0.721325695,0.004183684,0.404761905,0.461538462
6.71941E-3,46.227003788,0.746369572,0.004084072,0.404761905,0.461538462
6.74465E-3,46.901469273,0.747673467,0.003984461,0.404761905,0.461538462
6.88333E-3,47.315707916,0.754717557,0.003884849,0.404761905,0.461538462
6.97827E-3,47.599296704,0.759426227,0.003884849,0.404761905,0.538461538
7.26049E-3,48.325345262,0.772895842,0.003785238,0.428571429,0.538461538
7.37429E-3,49.062773852,0.778111596,0.003685626,0.452380952,0.538461538
7.65931E-3,49.828705297,0.790655474,0.003586015,0.452380952,0.538461538
7.75149E-3,50.603853831,0.794558124,0.003486403,0.452380952,0.538461538
8.02252E-3,51.406105621,0.805617584,0.003386792,0.452380952,0.538461538
8.15358E-3,52.221463796,0.810750053,0.00328718,0.452380952,0.538461538
8.43379E-3,52.845596162,0.821272952,0.003187568,0.476190476,0.538461538
8.53685E-3,53.075148536,0.824994276,0.003187568,0.476190476,0.615384615
8.58863E-3,53.934011089,0.826834578,0.003087957,0.476190476,0.615384615
8.86749E-3,54.820760345,0.836418378,0.002988345,0.476190476,0.615384615
9.05589E-3,55.726349122,0.842590903,0.002888734,0.5,0.615384615
9.44138E-3,56.670487093,0.854504718,0.002789122,0.5,0.615384615
9.85633E-3,57.656119973,0.866323187,0.002689511,0.523809524,0.615384615
1.00096E-2,58.657075134,0.870440258,0.002589899,0.523809524,0.615384615
1.00515E-2,58.814428724,0.871545655,0.002490288,0.547619048,0.615384615
1.02838E-2,59.685458783,0.87749616,0.002490288,0.547619048,0.692307692
1.07627E-2,60.761725749,0.888905546,0.002390676,0.571428571,0.692307692
1.08171E-2,61.843439618,0.890134155,0.002291065,0.595238095,0.692307692
1.11375E-2,62.957187792,0.897089799,0.002191453,0.595238095,0.692307692
1.13724E-2,64.094426627,0.901908888,0.002091842,0.595238095,0.692307692
1.22529E-2,65.319718121,0.918048886,0.00199223,0.619047619,0.692307692
1.26988E-2,66.589596508,0.925179532,0.001892619,0.619047619,0.692307692
1.3133E-2,67.902896019,0.931526954,0.001793007,0.642857143,0.692307692
1.31996E-2,68.220329109,0.932451328,0.001693396,0.642857143,0.692307692
1.32542E-2,68.480906041,0.933200801,0.001693396,0.642857143,0.769230769
1.34143E-2,69.244328038,0.935349032,0.001693396,0.642857143,0.846153846
1.34288E-2,70.587206239,0.93553964,0.001593784,0.642857143,0.846153846
1.34411E-2,71.931314955,0.93570138,0.001494173,0.666666667,0.846153846
1.3638E-2,73.295118939,0.938235605,0.001394561,0.69047619,0.846153846
1.41509E-2,74.71020467,0.944375318,0.00129495,0.714285714,0.846153846
1.44683E-2,76.157031659,0.947865753,0.001195338,0.714285714,0.846153846
1.52271E-2,77.621890039,0.955348646,0.001095727,0.738095238,0.846153846
1.63028E-2,79.313189552,0.964152682,0.000996115,0.761904762,0.923076923
1.64678E-2,80.959969595,0.965340034,0.000896504,0.785714286,0.923076923
1.86202E-2,82.821991228,0.977665457,0.000796892,0.80952381,0.923076923
1.86647E-2,84.688462576,0.977867443,0.000697281,0.833333333,0.923076923
1.94559E-2,86.63404796,0.981168604,0.000597669,0.857142857,0.923076923
2.06997E-2,88.704019004,0.985391963,0.000498058,0.880952381,0.923076923
2.26548E-2,90.969496166,0.990199688,0.000398446,0.904761905,0.923076923
2.38807E-2,93.357566903,0.992369759,0.000298835,0.928571429,0.923076923
2.91873E-2,96.276295105,0.997417661,0.000199223,0.952380952,0.923076923
3.18225E-2,97.495309991,0.998492169,0.000099612,0.976190476,0.923076923
3.7237E-2,100,0.999500823,0.000099612,0.976190476,1
3.7237E-2,100,0.999500823,0,0.976190476,1
