Predictor variable,Categorical,Sample average
Asp_EW,false,-10.01708283878508
Asp_NS,false,-14.997357623917717
Dist,false,13.183771394547962
bath,false,-19.179047669683182
prc,false,2444.913094656808
prs,false,57.05880946204776
sal,false,3158.1155133928573
slp,false,0.6063571610000162
tmp,false,2887.86618187314
tpa,false,27.11523809887114
tpr,false,4.83595237277803
