Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.19578E-3,23.75179253,0.356569074,0.009466866,0,0
2.20391E-3,24.192019801,0.35761862,0.009267564,0.027777778,0
2.21119E-3,24.413139013,0.358557801,0.009167912,0.027777778,0
2.2588E-3,24.639018718,0.364660574,0.009068261,0.027777778,0
2.28619E-3,24.867637598,0.368145741,0.00896861,0.027777778,0
2.41853E-3,25.109490311,0.384716275,0.008868959,0.055555556,0
2.42871E-3,25.352361012,0.385972786,0.008769307,0.055555556,0
2.48429E-3,25.60078966,0.392787891,0.008669656,0.055555556,0
2.53043E-3,25.853832927,0.398388787,0.008570005,0.083333333,0
2.55307E-3,26.109139847,0.40111733,0.008470354,0.083333333,0
2.61356E-3,26.370495608,0.408347872,0.008370703,0.083333333,0
2.68381E-3,26.638876313,0.416635715,0.008271051,0.083333333,0
2.69792E-3,26.908667885,0.418286166,0.0081714,0.083333333,0
2.74187E-3,27.182854831,0.423398061,0.008071749,0.083333333,0
2.76043E-3,27.458898168,0.42554356,0.007972098,0.083333333,0
2.82782E-3,27.741679807,0.433264398,0.007872446,0.083333333,0
2.93747E-3,28.03542661,0.445607231,0.007772795,0.083333333,0
3.04664E-3,28.340090283,0.457628654,0.007673144,0.083333333,0
3.07008E-3,28.647098554,0.460176276,0.007573493,0.083333333,0
3.17841E-3,28.964939142,0.471792106,0.007473842,0.083333333,0
3.19434E-3,29.284373207,0.473479622,0.00737419,0.083333333,0
3.27421E-3,29.611794173,0.481856984,0.007274539,0.083333333,0
3.31946E-3,29.943739994,0.486543764,0.007174888,0.083333333,0
3.37543E-3,30.281282929,0.492282565,0.007075237,0.083333333,0
3.40515E-3,30.621798228,0.495304049,0.006975585,0.083333333,0
3.43921E-3,30.96571939,0.498744099,0.006875934,0.111111111,0
3.44846E-3,31.310565427,0.499674203,0.006776283,0.111111111,0
3.48336E-3,31.658900947,0.503167897,0.006676632,0.138888889,0
3.54434E-3,31.829490214,0.509214953,0.006576981,0.138888889,0
3.61249E-3,32.020150271,0.515886422,0.006576981,0.138888889,0.083333333
3.69228E-3,32.389378234,0.523581154,0.006477329,0.138888889,0.083333333
3.71736E-3,32.761114008,0.525974373,0.006377678,0.138888889,0.083333333
3.72678E-3,33.133791956,0.526870386,0.006278027,0.138888889,0.083333333
3.77587E-3,33.511379056,0.531511686,0.006178376,0.138888889,0.083333333
4.1258E-3,33.923959037,0.563302431,0.006078724,0.138888889,0.083333333
4.14762E-3,34.338721009,0.565211732,0.005979073,0.166666667,0.083333333
4.16648E-3,34.755368772,0.566855125,0.005879422,0.166666667,0.083333333
4.2915E-3,35.184519214,0.577594714,0.005779771,0.166666667,0.083333333
4.36893E-3,35.621412651,0.584111871,0.00568012,0.166666667,0.083333333
4.43691E-3,36.023537767,0.589750664,0.005580468,0.166666667,0.083333333
4.45727E-3,36.51154566,0.591424113,0.005480817,0.166666667,0.166666667
4.4995E-3,36.961495475,0.594874298,0.005381166,0.166666667,0.166666667
4.60444E-3,37.421939916,0.603322813,0.005281515,0.166666667,0.166666667
4.71009E-3,37.892948458,0.611649328,0.005181863,0.194444444,0.166666667
4.72425E-3,38.365373595,0.612752502,0.005082212,0.194444444,0.166666667
4.74905E-3,38.84027813,0.614675798,0.004982561,0.194444444,0.166666667
5.30962E-3,39.371240206,0.655699709,0.00488291,0.222222222,0.166666667
5.39886E-3,39.911126637,0.661815047,0.004783259,0.222222222,0.166666667
5.5161E-3,40.462736355,0.669683576,0.004683607,0.222222222,0.166666667
5.69007E-3,41.031743195,0.681024158,0.004583956,0.222222222,0.166666667
5.81639E-3,41.61338201,0.689013745,0.004484305,0.222222222,0.166666667
5.9284E-3,42.206222207,0.69593093,0.004384654,0.222222222,0.166666667
6.01961E-3,42.495351093,0.701449791,0.004285002,0.222222222,0.166666667
6.12152E-3,42.818374285,0.707497239,0.004285002,0.222222222,0.25
6.37247E-3,43.455621753,0.721872598,0.004185351,0.222222222,0.25
6.57666E-3,44.113288087,0.733046217,0.0040857,0.222222222,0.25
6.70541E-3,44.78382869,0.739859379,0.003986049,0.25,0.25
6.84674E-3,45.468502909,0.747138933,0.003886398,0.277777778,0.25
7.64352E-3,46.23285534,0.784526926,0.003786746,0.277777778,0.25
7.85249E-3,47.018104423,0.793381777,0.003687095,0.305555556,0.25
7.90009E-3,47.808113344,0.795347303,0.003587444,0.305555556,0.25
7.94907E-3,48.603020568,0.797350487,0.003487793,0.333333333,0.25
7.98118E-3,49.401138571,0.7986529,0.003388142,0.333333333,0.25
8.00502E-3,50.201640457,0.799614475,0.00328849,0.333333333,0.25
8.16972E-3,51.018612491,0.806133663,0.003188839,0.333333333,0.25
8.51905E-3,51.870517451,0.819267314,0.003089188,0.333333333,0.416666667
8.83875E-3,52.754392665,0.830505814,0.002989537,0.333333333,0.5
8.87348E-3,53.641740499,0.831683665,0.002889885,0.333333333,0.5
9.15445E-3,54.557185931,0.840917726,0.002790234,0.361111111,0.5
9.27261E-3,55.484446898,0.844647865,0.002690583,0.388888889,0.5
9.30888E-3,56.41533513,0.845775342,0.002590932,0.416666667,0.5
9.98624E-3,57.413959482,0.865389234,0.002491281,0.416666667,0.5
1.00111E-2,58.415066484,0.866058664,0.002391629,0.444444444,0.5
1.08353E-2,59.498596346,0.886490553,0.002291978,0.472222222,0.5
1.12022E-2,60.618812066,0.894552196,0.002192327,0.5,0.5
1.18036E-2,61.799167874,0.906548093,0.002092676,0.527777778,0.5
1.2635E-2,63.06266601,0.920917919,0.001993024,0.555555556,0.5
1.27299E-2,64.335654926,0.922410851,0.001893373,0.583333333,0.5
1.27544E-2,65.611099098,0.92279246,0.001793722,0.611111111,0.5
1.27836E-2,66.889463848,0.92324395,0.001694071,0.638888889,0.5
1.31063E-2,68.200090092,0.928058958,0.00159442,0.666666667,0.5
1.39679E-2,69.596881395,0.939489539,0.001494768,0.666666667,0.5
1.5074E-2,71.104285955,0.95154234,0.001395117,0.694444444,0.5
1.55023E-2,72.654516719,0.955535558,0.001295466,0.722222222,0.5
1.70974E-2,74.364254624,0.967722232,0.001195815,0.75,0.5
1.7208E-2,74.740798001,0.968431585,0.001096163,0.777777778,0.5
1.73419E-2,75.196229522,0.969268752,0.001096163,0.777777778,0.583333333
1.7615E-2,76.125759385,0.970909138,0.001096163,0.777777778,0.666666667
1.85584E-2,77.981597396,0.975929413,0.000996512,0.805555556,0.666666667
2.07391E-2,80.055503578,0.984465221,0.000896861,0.833333333,0.666666667
2.08388E-2,82.139387433,0.984773386,0.00079721,0.833333333,0.666666667
2.08391E-2,84.223301108,0.984774297,0.000697559,0.861111111,0.666666667
2.20375E-2,85.216271988,0.988030682,0.000597907,0.888888889,0.666666667
2.36992E-2,86.593217011,0.991426679,0.000597907,0.888888889,0.75
2.40622E-2,88.54373688,0.992029393,0.000498256,0.916666667,0.75
2.41486E-2,89.008074104,0.992166515,0.000498256,0.916666667,0.833333333
2.49138E-2,91.499450973,0.993282301,0.000398605,0.916666667,0.833333333
2.60903E-2,92.930579481,0.994695902,0.000298954,0.944444444,0.833333333
2.71454E-2,94.2139935,0.995708656,0.000298954,0.944444444,0.916666667
2.81018E-2,97.024178394,0.996458545,0.000199302,0.944444444,0.916666667
2.95874E-2,99.693075099,0.997371998,0.000099651,0.972222222,0.916666667
2.97582E-2,100,0.997460626,0.000099651,0.972222222,1
2.97582E-2,100,0.997460626,0.000099651,1,1
